id,address,cat1Code,cat1Desc,cat1TypeCode,cat1TypeDesc,cat2Code,cat2Desc,cat2TypeCode,cat3Code,cat3Desc,cat3TypeCode,cat4Code,cat4Desc,cat4TypeCode,cat5Code,cat5Desc,cat5TypeCode,cat6Code,cat6Desc,cat6TypeCode,contractType,councilCode,councilDesc,createdAt,detailText,devTypeCode,devTypeDesc,endDateDesc,endDateDetail,endDateGac,finalisedFlag,firstIssueDate,firstIssueNumber,floorArea,lastIssueDate,lastIssueNumber,notes,ownerCode,ownerDesc,parking,postCode,projectId,publishDate,reference,regionCode,regionDesc,sectionCode,sectionDesc,siteArea,stageCode,stageDesc,stageText,stageTypeCode,stageTypeDesc,startDateDetail,startDateGac,stateCode,stateDesc,statusCode,statusDesc,storeys,suburb,tenderCloseDate,tenderCloseTime,tenderRoleCode,tenderTypeCode,tenderTypeDesc,title,type,units,value,valueDesc,valueGac,projectvalue
482,716 Nelson Hill,,,,,,,,,,,,,,,,,,,,Sales,,Rough Marsh Elder,1576181335,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,,,,,,,,,,,482,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,"",ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,,3313,482,1588321429,,,,,,,,,,,,,,,,,Oyoyo,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,Philippines,,,,,,Services,Jewelery,62,61792,,,76
483,20 Johnson Junction,,,,,,,,,,,,,,,,,,,,Legal,,Prazosin Hydrochloride,1574775595,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,,,,,,,,,,,483,cras in purus eu magna vulputate luctus cum sociis natoque penatibus,"",primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,,G7S,483,1567357876,,,,,,,,,,,,,,MB,Manitoba,,Avamm,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,Canada,,,,,,Human Resources,Baby,57,27194,,,51
484,10963 Sundown Alley,,,,,,,,,,,,,,,,,,,,Business Development,,MEPROBAMATE,1593165455,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,,,,,,,,,,,484,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,"",quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,,,484,1568924895,,,,,,,,,,,,,,,,,Skynoodle,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,Indonesia,,,,,,Marketing,Automotive,34,68820,,,73
485,1883 Emmet Center,,,,,,,,,,,,,,,,,,,,Legal,,"Butalbital, Acetaminophen and Caffeine",1562240287,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,,,,,,,,,,,485,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,"",imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,,,485,1592548389,,,,,,,,,,,,,,,,,Feedbug,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,Equatorial Guinea,,,,,,Research and Development,Movies,33,34535,,,57
486,14933 Tony Parkway,,,,,,,,,,,,,,,,,,,,Marketing,,A and D,1590876117,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,,,,,,,,,,,486,proin eu mi nulla ac enim in tempor turpis nec euismod,"",dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,,3453,486,1579423833,,,,,,,,,,,,,,,,,Wordpedia,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,Bulgaria,,,,,,Training,Industrial,48,87248,,,50
487,93330 Veith Junction,,,,,,,,,,,,,,,,,,,,Accounting,,Bad Dream Sprinkles,1593149421,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,,,,,,,,,,,487,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,"",nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,,,487,1577033705,,,,,,,,,,,,,,,,,Babbleopia,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,Peru,,,,,,Training,Beauty,95,27560,,,74
488,60 Johnson Point,,,,,,,,,,,,,,,,,,,,Engineering,,Lien Cichorium,1568012641,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,,,,,,,,,,,488,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,"",nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,,2330,488,1578522885,,,,,,,,,,,,,,,,,Thoughtstorm,a suscipit nulla elit ac nulla sed vel enim sit amet,Macedonia,,,,,,Product Management,Health,98,29507,,,92
489,9 Colorado Way,,,,,,,,,,,,,,,,,,,,Legal,,Ambien,1570280852,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,,,,,,,,,,,489,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,"",lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,,,489,1577395102,,,,,,,,,,,,,,,,,Vinte,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,Peru,,,,,,Sales,Home,51,37959,,,17
490,30 Heffernan Trail,,,,,,,,,,,,,,,,,,,,Research and Development,,Anti-Bacterial Hand,1589107879,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,,,,,,,,,,,490,aenean sit amet justo morbi ut odio cras mi pede,"",pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,,,490,1566577051,,,,,,,,,,,,,,,,,Latz,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,Greece,,,,,,Legal,Baby,47,69219,,,56
491,509 Sunnyside Plaza,,,,,,,,,,,,,,,,,,,,Product Management,,Lisinopril,1567427343,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,,,,,,,,,,,491,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,"",sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,,,491,1572554280,,,,,,,,,,,,,,,,,Eire,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,China,,,,,,Training,Jewelery,41,90979,,,3
492,23 Scott Crossing,,,,,,,,,,,,,,,,,,,,Engineering,,BANANA BOAT,1584494040,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,,,,,,,,,,,492,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,"",elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,,593 01,492,1567575826,,,,,,,,,,,,,,,,,Blogspan,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,Czech Republic,,,,,,Support,Home,8,19676,,,69
493,5 Donald Park,,,,,,,,,,,,,,,,,,,,Human Resources,,Valsartan and hydrochlorothiazide,1595364011,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,,,,,,,,,,,493,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,"",a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,,,493,1566029992,,,,,,,,,,,,,,,,,Jabbersphere,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,China,,,,,,Sales,Movies,57,34970,,,87
494,11 Judy Trail,,,,,,,,,,,,,,,,,,,,Human Resources,,Hydroxyzine Hydrochloride,1575500431,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,,,,,,,,,,,494,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,"",convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,,368670,494,1582875857,,,,,,,,,,,,,,,,,Kwimbee,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,Russia,,,,,,Services,Garden,40,45110,,,33
495,67 Wayridge Circle,,,,,,,,,,,,,,,,,,,,Engineering,,hydrocortisone acetate pramoxine hcl,1588912129,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,,,,,,,,,,,495,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,"",leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,,,495,1579947752,,,,,,,,,,,,,,,,,Eidel,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,China,,,,,,Human Resources,Grocery,2,68274,,,10
496,2031 Oak Lane,,,,,,,,,,,,,,,,,,,,Marketing,,Metoprolol Tartrate,1591524804,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,,,,,,,,,,,496,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,"",vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,,,496,1586875509,,,,,,,,,,,,,,,,,Trilia,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,Ukraine,,,,,,Services,Beauty,30,13443,,,76
497,66 Cardinal Point,,,,,,,,,,,,,,,,,,,,Research and Development,,Carbon Dioxide,1578413554,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,,,,,,,,,,,497,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac,"",viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,,1746,497,1569029232,,,,,,,,,,,,,,,,,Izio,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,New Zealand,,,,,,Legal,Games,49,76628,,,39
498,37428 Mosinee Drive,,,,,,,,,,,,,,,,,,,,Training,,Aurum Stibium Hyoscyamus,1563143846,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,,,,,,,,,,,498,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,"",orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,,7052,498,1584527353,,,,,,,,,,,,,,,,,Realmix,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Bangladesh,,,,,,Support,Electronics,35,16252,,,75
499,974 South Parkway,,,,,,,,,,,,,,,,,,,,Legal,,EROS AQUA SENSATIONS,1581073088,nulla elit ac nulla sed vel enim sit amet nunc viverra,,,,,,,,,,,499,molestie sed justo pellentesque viverra pede ac diam cras pellentesque,"",ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,,203027,499,1585359185,,,,,,,,,,,,,,,,,Topiczoom,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,Colombia,,,,,,Legal,Garden,43,99039,,,16
500,94 Kropf Road,,,,,,,,,,,,,,,,,,,,Human Resources,,Metolazone,1592492316,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,,,,,,,,,,,500,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,"",fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,,,500,1572832362,,,,,,,,,,,,,,,,,Cogidoo,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,China,,,,,,Marketing,Kids,87,35067,,,73
501,71493 Mallory Terrace,,,,,,,,,,,,,,,,,,,,Services,,h e buddy antibiotic,1566247908,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,,,,,,,,,,,501,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam,"",posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,,,501,1592999873,,,,,,,,,,,,,,,,,BlogXS,mauris enim leo rhoncus sed vestibulum sit amet cursus id,China,,,,,,Business Development,Toys,5,72154,,,52
502,895 Rusk Lane,,,,,,,,,,,,,,,,,,,,Accounting,,Hydrocortisone,1594299281,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,,,,,,,,,,,502,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,"",vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,,445550,502,1569578030,,,,,,,,,,,,,,,,,Realcube,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,Russia,,,,,,Accounting,Jewelery,56,94992,,,61
503,04923 Del Mar Plaza,,,,,,,,,,,,,,,,,,,,Services,,Sertraline,1571271547,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,,,,,,,,,,,503,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,"",at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,,,503,1581167497,,,,,,,,,,,,,,,,,Rhynoodle,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,China,,,,,,Business Development,Beauty,89,13640,,,47
504,32287 Haas Place,,,,,,,,,,,,,,,,,,,,Research and Development,,Benazepril Hydrochloride,1579680884,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst,,,,,,,,,,,504,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,"",rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,,788 16,504,1578278390,,,,,,,,,,,,,,,,,Voonix,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,Czech Republic,,,,,,Legal,Garden,50,9195,,,50
505,20654 Hauk Trail,,,,,,,,,,,,,,,,,,,,Engineering,,Oxygen,1594929079,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,,,,,,,,,,,505,eget semper rutrum nulla nunc purus phasellus in felis donec,"",luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,,123 71,505,1570689845,,,,,,,,,,,,,,AB,Stockholm,,Eidel,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,Sweden,,,,,,Product Management,Beauty,26,74737,,,67
506,404 Longview Terrace,,,,,,,,,,,,,,,,,,,,Human Resources,,Time Frame Future Resist Foundation Broad Spectrum SPF 20,1571426711,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,,,,,,,,,,,506,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,"",enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,,22-107,506,1580072919,,,,,,,,,,,,,,,,,Blogtags,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,Poland,,,,,,Legal,Outdoors,9,59418,,,23
507,5332 Stoughton Pass,,,,,,,,,,,,,,,,,,,,Services,,Jantoven,1594855345,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,,,,,,,,,,,507,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,"",parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,,,507,1589978639,,,,,,,,,,,,,,,,,Realbuzz,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,China,,,,,,Legal,Clothing,99,89123,,,75
508,06048 Jana Trail,,,,,,,,,,,,,,,,,,,,Training,,Weed and Grass Antigen,1594954099,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,,,,,,,,,,,508,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,"",sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,,,508,1574307123,,,,,,,,,,,,,,,,,Flipopia,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,South Korea,,,,,,Sales,Garden,44,41933,,,99
509,18 Hermina Point,,,,,,,,,,,,,,,,,,,,Training,,Dextroamphetamine Sulfate,1592885026,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,,,,,,,,,,,509,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,"",sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,,,509,1586254131,,,,,,,,,,,,,,,,,Feedfire,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse,China,,,,,,Accounting,Tools,50,51236,,,25
510,97824 Hanover Avenue,,,,,,,,,,,,,,,,,,,,Training,,Citalopram Hydrobromide,1577372840,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,,,,,,,,,,,510,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,"",porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,,,510,1589859068,,,,,,,,,,,,,,,,,Quimm,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,China,,,,,,Sales,Tools,100,57192,,,54
511,8220 Pepper Wood Road,,,,,,,,,,,,,,,,,,,,Product Management,,Plum Smooth Plumb Numb Gelee,1564574507,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,,,,,,,,,,,511,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,"",leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,,32835,511,1595978016,,,,,,,,,,,,,,FL,Florida,,Thoughtblab,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,United States,,,,,,Research and Development,Health,100,33857,,,37
512,3 Kipling Street,,,,,,,,,,,,,,,,,,,,Research and Development,,Solu-Cortef,1571796573,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,,,,,,,,,,,512,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,"",purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,,,512,1576152787,,,,,,,,,,,,,,,,,Trilith,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,China,,,,,,Research and Development,Industrial,63,52438,,,16
513,90 Grasskamp Plaza,,,,,,,,,,,,,,,,,,,,Accounting,,Acne Cystic Acne,1582782869,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,,,,,,,,,,,513,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,"",sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,,6491,513,1577562299,,,,,,,,,,,,,,,,,Mita,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,Bulgaria,,,,,,Services,Computers,66,89242,,,41
